Birth Date,Birth Place,Death Date,Death Place,Name,URL
1905-11-5,"South Pasadena, California, USA",1990-10-20,"Woodland Hills, Los Angeles, California, USA"," Joel McCrea
",https://www.imdb.com//name/nm0566948
1962-1-22,"Seoul, South Korea",,," Choi Min-sik
",https://www.imdb.com//name/nm0158856
1971-3-31,"Perth, Perthshire, Scotland, UK",,," Ewan McGregor
",https://www.imdb.com//name/nm0000191
1978-11-30,"Guadalajara, Mexico",,," Gael García Bernal
",https://www.imdb.com//name/nm0305558
1941-3-22,"Zürich-Seebach, Switzerland",2019-2-16,"Zürich, Switzerland"," Bruno Ganz
",https://www.imdb.com//name/nm0004486
1971-2-25,"Santa Monica, California, USA",,," Sean Astin
",https://www.imdb.com//name/nm0000276
1967-1-7,"Jaipur, Rajasthan, India",2020-4-29,"Mumbai, Maharashtra, India"," Irrfan Khan
",https://www.imdb.com//name/nm0451234
1971-2-1,"Raleigh, North Carolina, USA",,," Michael C. Hall
",https://www.imdb.com//name/nm0355910
1932-11-10,"Orange, New Jersey, USA",2008-2-10,"Little Rock, Arkansas, USA"," Roy Scheider
",https://www.imdb.com//name/nm0001702
1975-8-12,"Falmouth, Massachusetts, USA",,," Casey Affleck
",https://www.imdb.com//name/nm0000729
1944-6-29,"Goose Creek, Texas, USA",,," Gary Busey
",https://www.imdb.com//name/nm0000997
1969-1-6,"Hollywood, Florida, USA",,," Norman Reedus
",https://www.imdb.com//name/nm0005342
1955-2-19,"Athens, Georgia, USA",,," Jeff Daniels
",https://www.imdb.com//name/nm0001099
1960-11-11,"Peekskill, New York, USA",,," Stanley Tucci
",https://www.imdb.com//name/nm0001804
1966-12-21,"Paddington, London, England, UK",,," Kiefer Sutherland
",https://www.imdb.com//name/nm0000662
1962-8-6,"Ipoh, Perak, Malaysia",,," Michelle Yeoh
",https://www.imdb.com//name/nm0000706
1985-7-1,"Paris, France",,," Léa Seydoux
",https://www.imdb.com//name/nm2244205
1989-10-4,"Austin, Texas, USA",,," Dakota Johnson
",https://www.imdb.com//name/nm0424848
1969-12-21,"Paris, France",,," Julie Delpy
",https://www.imdb.com//name/nm0000365
1956-9-26,"Salisbury, Maryland, USA",,," Linda Hamilton
",https://www.imdb.com//name/nm0000157
1956-10-21,"Burbank, California, USA",2016-12-27,"Los Angeles, California, USA"," Carrie Fisher
",https://www.imdb.com//name/nm0000402
1949-5-26,"Winston-Salem, North Carolina, USA",,," Pam Grier
",https://www.imdb.com//name/nm0000427
1965-11-21,"Reykjavik, Iceland",,," Björk
",https://www.imdb.com//name/nm0001951
1988-12-7,"Melbourne, Victoria, Australia",,," Emily Browning
",https://www.imdb.com//name/nm0115161
1973-6-21,"Los Angeles, California, USA",,," Juliette Lewis
",https://www.imdb.com//name/nm0000496
1965-3-25,"Nelsonville, Ohio, USA",,," Sarah Jessica Parker
",https://www.imdb.com//name/nm0000572
1932-1-22,"Detroit, Michigan, USA",,," Piper Laurie
",https://www.imdb.com//name/nm0001453
1992-11-23,"Franklin, Tennessee, USA",,," Miley Cyrus
",https://www.imdb.com//name/nm1415323
1939-9-1,"Detroit, Michigan, USA",,," Lily Tomlin
",https://www.imdb.com//name/nm0005499
1951-2-15,"Hayes, Hayes and Harlington, Middlesex, England, UK",,," Jane Seymour
",https://www.imdb.com//name/nm0005412
1910-7-4,"Santa Monica, California, USA",2010-9-26,"Los Angeles, California, USA"," Gloria Stuart
",https://www.imdb.com//name/nm0001784
1946-4-25,"Lake Success, Long Island, New York, USA",,," Talia Shire
",https://www.imdb.com//name/nm0001735
1985-4-30,"Rosh Ha'ayin, Israel",,," Gal Gadot
",https://www.imdb.com//name/nm2933757
1946-7-10,"Davenport, Iowa, USA",2019-12-26,"Los Angeles, California, USA"," Sue Lyon
",https://www.imdb.com//name/nm0528987
1948-9-26,"Cambridge, Cambridgeshire, England, UK",,," Olivia Newton-John
",https://www.imdb.com//name/nm0000556
1970-1-31,"Middlesex Hospital, London, England, UK",,," Minnie Driver
",https://www.imdb.com//name/nm0000378
1947-12-11,"Lakewood, Ohio, USA",,," Teri Garr
",https://www.imdb.com//name/nm0000414
1976-3-23,"Fountain Valley, California, USA",,," Keri Russell
",https://www.imdb.com//name/nm0005392
1938-11-13,"Marshalltown, Iowa, USA",1979-8-30,"Paris, France"," Jean Seberg
",https://www.imdb.com//name/nm0781029
1979-1-8,"Toronto, Ontario, Canada",,," Sarah Polley
",https://www.imdb.com//name/nm0001631
1968-2-12,"Santa Monica, California, USA",,," Josh Brolin
",https://www.imdb.com//name/nm0000982
1925-2-17,"Cleveland, Ohio, USA",2021-1-23,"Beverly Hills, California, USA"," Hal Holbrook
",https://www.imdb.com//name/nm0001358
1964-4-24,"Cotonou, Benin",,," Djimon Hounsou
",https://www.imdb.com//name/nm0005023
1964-2-18,"New Rochelle, New York, USA",,," Matt Dillon
",https://www.imdb.com//name/nm0000369
1936-1-28,"Manhattan, New York City, New York, USA",,," Alan Alda
",https://www.imdb.com//name/nm0000257
1960-6-17,"Yolo, California, USA",,," Thomas Haden Church
",https://www.imdb.com//name/nm0002006
1964-10-3,"Keresley, Coventry, Warwickshire, England, UK",,," Clive Owen
",https://www.imdb.com//name/nm0654110
1959-10-21,"Uonuma, Japan",,," Ken Watanabe
",https://www.imdb.com//name/nm0913822
1993-3-21,"New Delhi, India",,," Suraj Sharma
",https://www.imdb.com//name/nm4139037
1965-5-24,"Chicago, Illinois, USA",,," John C. Reilly
",https://www.imdb.com//name/nm0000604
1957-12-10,"Chicago, Illinois, USA",2012-9-3,"Los Angeles, California, USA"," Michael Clarke Duncan
",https://www.imdb.com//name/nm0003817
1988-4-10,"Los Angeles, California, USA",,," Haley Joel Osment
",https://www.imdb.com//name/nm0005286
1963-6-17,"Logansport, Indiana, USA",,," Greg Kinnear
",https://www.imdb.com//name/nm0001427
1936-2-11,"Lansing, Michigan, USA",2018-9-6,"Jupiter, Florida, USA"," Burt Reynolds
",https://www.imdb.com//name/nm0000608
1941-7-13,"Rochester, New York, USA",2019-10-11,"Los Angeles, California, USA"," Robert Forster
",https://www.imdb.com//name/nm0001233
1980-6-26,"Los Angeles, California, USA",,," Jason Schwartzman
",https://www.imdb.com//name/nm0005403
1950-3-13,"Miami, Florida, USA",,," William H. Macy
",https://www.imdb.com//name/nm0000513
1930-12-17,"Tilsit, East Prussia, Germany [now Sovetsk, Kaliningrad Oblast, Russia]",,," Armin Mueller-Stahl
",https://www.imdb.com//name/nm0000090
1961-5-14,"Dulwich, London, England, UK",,," Tim Roth
",https://www.imdb.com//name/nm0000619
1940-1-27,"Los Angeles, California, USA",,," James Cromwell
",https://www.imdb.com//name/nm0000342
1952-5-15,"New York City, New York, USA",,," Chazz Palminteri
",https://www.imdb.com//name/nm0001590
1955-3-17,"Blue Island, Illinois, USA",,," Gary Sinise
",https://www.imdb.com//name/nm0000641
1922-1-21,"Edgbaston, Birmingham, England, UK",2008-3-19,"Brighton, Sussex, England, UK"," Paul Scofield
",https://www.imdb.com//name/nm0006890
1946-2-7,"Warrington, Lancashire, England, UK",2011-1-2,"Royal Shrewsbury Hospital, Shrewsbury, Shropshire, England, UK"," Pete Postlethwaite
",https://www.imdb.com//name/nm0000592
1960-4-4,"Ibadan, Nigeria",,," Hugo Weaving
",https://www.imdb.com//name/nm0915989
1971-9-18,"Baltimore, Maryland, USA",,," Jada Pinkett Smith
",https://www.imdb.com//name/nm0000586
1963-11-5,"Los Angeles, California, USA",,," Tatum O'Neal
",https://www.imdb.com//name/nm0001575
1976-11-29,"Baltimore, Maryland, USA",,," Anna Faris
",https://www.imdb.com//name/nm0267506
1893-6-10,"Wichita, Kansas, USA",1952-10-26,"Woodland Hills, California, USA"," Hattie McDaniel
",https://www.imdb.com//name/nm0567408
1964-11-5,"Amstelveen, Noord-Holland, Netherlands",,," Famke Janssen
",https://www.imdb.com//name/nm0000463
1979-1-27,"Hammersmith, London, England, UK",,," Rosamund Pike
",https://www.imdb.com//name/nm0683253
1961-9-22,"Chicago, Illinois, USA",,," Bonnie Hunt
",https://www.imdb.com//name/nm0001372
1972-3-26,"San Francisco, California, USA",,," Leslie Mann
",https://www.imdb.com//name/nm0005182
1979-6-24,"Cambridge, Massachusetts, USA",,," Mindy Kaling
",https://www.imdb.com//name/nm1411676
1972-11-6,"Westminster, London, England, UK",,," Thandiwe Newton
",https://www.imdb.com//name/nm0628601
1971-9-16,"Burlington, Massachusetts, USA",,," Amy Poehler
",https://www.imdb.com//name/nm0688132
1972-1-11,"New York City, New York, USA",,," Amanda Peet
",https://www.imdb.com//name/nm0001605
1981-3-28,"New York City, New York, USA",,," Julia Stiles
",https://www.imdb.com//name/nm0005466
1967-4-18,"Norristown, Pennsylvania, USA",,," Maria Bello
",https://www.imdb.com//name/nm0004742
1974-3-5,"Miami, Florida, USA",,," Eva Mendes
",https://www.imdb.com//name/nm0578949
1983-2-23,"Roehampton, London, England, UK",,," Emily Blunt
",https://www.imdb.com//name/nm1289434
1979-7-24,"Balmain, Sydney, New South Wales, Australia",,," Rose Byrne
",https://www.imdb.com//name/nm0126284
1968-4-19,"Granada Hills, California, USA",,," Ashley Judd
",https://www.imdb.com//name/nm0000171
1986-10-23,"London, England, UK",,," Emilia Clarke
",https://www.imdb.com//name/nm3592338
1971-11-25,"Hollywood, Los Angeles, California, USA",,," Christina Applegate
",https://www.imdb.com//name/nm0000775
1970-10-30,"Brooklyn, New York, USA",,," Nia Long
",https://www.imdb.com//name/nm0000505
1983-10-17,"Birmingham, West Midlands, England, UK",,," Felicity Jones
",https://www.imdb.com//name/nm0428065
1966-2-25,"New York City, New York, USA",,," Téa Leoni
",https://www.imdb.com//name/nm0000495
1986-3-16,"New York City, New York, USA",,," Alexandra Daddario
",https://www.imdb.com//name/nm1275259
1984-11-21,"Sparks, Nevada, USA",,," Jena Malone
",https://www.imdb.com//name/nm0540441
1949-8-31,"Philadelphia, Pennsylvania, USA",,," Richard Gere
",https://www.imdb.com//name/nm0000152
1972-3-28,"Hornchurch, Essex, England, UK",,," Nick Frost
",https://www.imdb.com//name/nm0296545
1954-12-18,"Newark, New Jersey, USA",,," Ray Liotta
",https://www.imdb.com//name/nm0000501
1965-2-7,"Andrews, South Carolina, USA",,," Chris Rock
",https://www.imdb.com//name/nm0001674
1971-3-10,"St. Louis, Missouri, USA",,," Jon Hamm
",https://www.imdb.com//name/nm0358316
1973-6-15,"Albuquerque, New Mexico, USA",,," Neil Patrick Harris
",https://www.imdb.com//name/nm0000439
1965-9-3,"New York City, New York, USA",,," Charlie Sheen
",https://www.imdb.com//name/nm0000221
1960-1-18,"Ashford, Kent, England, UK",,," Mark Rylance
",https://www.imdb.com//name/nm0753314
1956-4-12,"Havana, Cuba",,," Andy Garcia
",https://www.imdb.com//name/nm0000412
1941-6-22,"Brooklyn, New York, USA",,," Michael Lerner
",https://www.imdb.com//name/nm0503627
1952-6-22,"Six Nations Reserve, Ontario, Canada",,," Graham Greene
",https://www.imdb.com//name/nm0001295
1946-6-28,"Philadelphia, Pennsylvania, USA",,," Bruce Davison
",https://www.imdb.com//name/nm0001117
1952-7-1,"Ottawa, Ontario, Canada",,," Dan Aykroyd
",https://www.imdb.com//name/nm0000101
1933-6-20,"Manhattan, New York City, New York, USA",2019-12-12,"New Jersey, USA"," Danny Aiello
",https://www.imdb.com//name/nm0000732
1970-8-23,"Madras, Oregon, USA",1993-10-31,"West Hollywood, California, USA"," River Phoenix
",https://www.imdb.com//name/nm0000203
1936-3-5,"North Hollywood, Los Angeles, California, USA",,," Dean Stockwell
",https://www.imdb.com//name/nm0001777
1948-3-14,"Yorkville, Manhattan, New York City, New York, USA",,," Billy Crystal
",https://www.imdb.com//name/nm0000345
1952-6-20,"St. Louis, Missouri, USA",,," John Goodman
",https://www.imdb.com//name/nm0000422
1977-1-13,"Canterbury, Kent, England, UK",,," Orlando Bloom
",https://www.imdb.com//name/nm0089217
1951-6-13,"Gothenburg, Västra Götalands län, Sweden",,," Stellan Skarsgård
",https://www.imdb.com//name/nm0001745
1976-8-25,"Stockholm, Stockholms län, Sweden",,," Alexander Skarsgård
",https://www.imdb.com//name/nm0002907
1963-5-25,"Scarborough, Ontario, Canada",,," Mike Myers
",https://www.imdb.com//name/nm0000196
1978-12-30,"Watts, Los Angeles, California, USA",,," Tyrese Gibson
",https://www.imdb.com//name/nm0879085
1981-1-28,"Cedar Rapids, Iowa, USA",,," Elijah Wood
",https://www.imdb.com//name/nm0000704
1944-11-17,"Asbury Park, New Jersey, USA",,," Danny DeVito
",https://www.imdb.com//name/nm0000362
1917-6-30,"Brooklyn, New York City, New York, USA",1975-3-14,"Hollywood, Los Angeles, California, USA"," Susan Hayward
",https://www.imdb.com//name/nm0001333
1978-7-12,"San Antonio, Texas, USA",,," Michelle Rodriguez
",https://www.imdb.com//name/nm0735442
1977-4-14,"New York City, New York, USA",,," Sarah Michelle Gellar
",https://www.imdb.com//name/nm0001264
1971-7-20,"Nepean, Ontario, Canada",,," Sandra Oh
",https://www.imdb.com//name/nm0644897
1948-10-17,"Yellowknife, Northwest Territories, Canada",2018-5-13,"Livingston, Montana, USA"," Margot Kidder
",https://www.imdb.com//name/nm0452288
1981-9-4,"Houston, Texas, USA",,," Beyoncé
",https://www.imdb.com//name/nm0461498
1982-5-3,"London, England, UK",,," Rebecca Hall
",https://www.imdb.com//name/nm0356017
1976-10-31,"Dallas, Texas, USA",,," Piper Perabo
",https://www.imdb.com//name/nm0005305
1964-6-15,"Birmingham, Alabama, USA",,," Courteney Cox
",https://www.imdb.com//name/nm0001073
1968-11-8,"Baltimore, Maryland, USA",,," Parker Posey
",https://www.imdb.com//name/nm0000205
1975-12-5,"Los Angeles, California, USA",,," Paula Patton
",https://www.imdb.com//name/nm1745736
1976-3-23,"Winthrop, Iowa, USA",,," Michelle Monaghan
",https://www.imdb.com//name/nm1157358
1979-4-12,"Manhattan, New York City, New York, USA",,," Claire Danes
",https://www.imdb.com//name/nm0000132
1959-11-19,"Boston, Massachusetts, USA",,," Allison Janney
",https://www.imdb.com//name/nm0005049
1983-1-2,"Los Angeles, California, USA",,," Kate Bosworth
",https://www.imdb.com//name/nm0098378
1987-9-7,"Raleigh, North Carolina, USA",,," Evan Rachel Wood
",https://www.imdb.com//name/nm0939697
1967-9-28,"New York City, New York, USA",,," Mira Sorvino
",https://www.imdb.com//name/nm0000227
1979-2-9,"Beijing, China",,," Ziyi Zhang
",https://www.imdb.com//name/nm0955471
1986-4-3,"Thousand Oaks, California, USA",,," Amanda Bynes
",https://www.imdb.com//name/nm0004789
1963-7-30,"Encino, Los Angeles, California, USA",,," Lisa Kudrow
",https://www.imdb.com//name/nm0001435
1982-8-7,"Chicago, Illinois, USA",,," Brit Marling
",https://www.imdb.com//name/nm1779870
1987-1-8,"Stockwell, London, England, UK",,," Cynthia Erivo
",https://www.imdb.com//name/nm7248827
1972-7-10,"Barranquilla, Colombia",,," Sofía Vergara
",https://www.imdb.com//name/nm0005527
1984-4-10,"Nashua, New Hampshire, USA",,," Mandy Moore
",https://www.imdb.com//name/nm0601553
1961-9-11,"Chicago, Illinois, USA",,," Virginia Madsen
",https://www.imdb.com//name/nm0000515
1973-9-18,"Stillwater, Oklahoma, USA",,," James Marsden
",https://www.imdb.com//name/nm0005188
1953-6-13,"Denver, Colorado, USA",,," Tim Allen
",https://www.imdb.com//name/nm0000741
1974-12-17,"Los Angeles, California, USA",,," Giovanni Ribisi
",https://www.imdb.com//name/nm0000610
1944-1-23,"Breukelen, Utrecht, Netherlands",2019-7-19,"Beetsterzwaag, Friesland, Netherlands"," Rutger Hauer
",https://www.imdb.com//name/nm0000442
1970-3-28,"Minneapolis, Minnesota, USA",,," Vince Vaughn
",https://www.imdb.com//name/nm0000681
1946-6-1,"Dundee, Scotland, UK",,," Brian Cox
",https://www.imdb.com//name/nm0004051
1954-4-9,"Houston, Texas, USA",,," Dennis Quaid
",https://www.imdb.com//name/nm0000598
1964-7-22,"Bogotá, Colombia",,," John Leguizamo
",https://www.imdb.com//name/nm0000491
1951-9-5,"Coraopolis, Pennsylvania, USA",,," Michael Keaton
",https://www.imdb.com//name/nm0000474
1966-11-25,"Everett, Washington, USA",,," Billy Burke
",https://www.imdb.com//name/nm0121605
1955-3-29,"Dublin, Ireland",,," Brendan Gleeson
",https://www.imdb.com//name/nm0322407
1921-11-3,"Ehrenfeld, Pennsylvania, USA",2003-8-30,"Los Angeles, California, USA"," Charles Bronson
",https://www.imdb.com//name/nm0000314
1947-6-1,"Holywell, Flintshire, Wales, UK",,," Jonathan Pryce
",https://www.imdb.com//name/nm0000596
1975-6-27,"Santa Monica, California, USA",,," Tobey Maguire
",https://www.imdb.com//name/nm0001497
1969-2-5,"Newport, Gwent, Wales, UK",,," Michael Sheen
",https://www.imdb.com//name/nm0790688
1978-6-2,"Fairfield, Connecticut, USA",,," Justin Long
",https://www.imdb.com//name/nm0519043
1969-8-28,"Hermosa Beach, California, USA",,," Jack Black
",https://www.imdb.com//name/nm0085312
1926-6-28,"Brooklyn, New York City, New York, USA",,," Mel Brooks
",https://www.imdb.com//name/nm0000316
1953-5-16,"Drogheda, County Louth, Ireland",,," Pierce Brosnan
",https://www.imdb.com//name/nm0000112
1959-4-17,"Sheffield, South Yorkshire, England, UK",,," Sean Bean
",https://www.imdb.com//name/nm0000293
1974-2-16,"Oakland, California, USA",,," Mahershala Ali
",https://www.imdb.com//name/nm0991810
1972-11-14,"Minot, North Dakota, USA",,," Josh Duhamel
",https://www.imdb.com//name/nm0241049
1961-4-3,"Brooklyn, New York City, New York, USA",,," Eddie Murphy
",https://www.imdb.com//name/nm0000552
1966-10-19,"Queens, New York City, New York, USA",,," Jon Favreau
",https://www.imdb.com//name/nm0269463
1946-7-22,"San Francisco, California, USA",,," Danny Glover
",https://www.imdb.com//name/nm0000418
1984-10-18,"Bombay, Maharashtra, India [now Mumbai, Maharashtra, India]",,," Freida Pinto
",https://www.imdb.com//name/nm2951768
1987-9-28,"Houston, Texas, USA",,," Hilary Duff
",https://www.imdb.com//name/nm0240381
1984-11-28,"Rocky Mount, North Carolina, USA",,," Mary Elizabeth Winstead
",https://www.imdb.com//name/nm0935541
1961-8-28,"Boston, Massachusetts, USA",,," Jennifer Coolidge
",https://www.imdb.com//name/nm0177639
1981-11-20,"Newcastle upon Tyne, Northumberland, England, UK",,," Andrea Riseborough
",https://www.imdb.com//name/nm2057859
1968-2-18,"Roseville, California, USA",,," Molly Ringwald
",https://www.imdb.com//name/nm0000208
1978-1-5,"Sioux Falls, South Dakota, USA",,," January Jones
",https://www.imdb.com//name/nm0005064
1972-7-27,"Gainesville, Florida, USA",,," Maya Rudolph
",https://www.imdb.com//name/nm0748973
1966-11-17,"Paris, France",,," Sophie Marceau
",https://www.imdb.com//name/nm0000521
1974-7-22,"Münster, North Rhine-Westphalia, Germany",,," Franka Potente
",https://www.imdb.com//name/nm0004376
1984-4-16,"Stockport, England, UK",,," Claire Foy
",https://www.imdb.com//name/nm2946516
1976-2-25,"Los Angeles, California, USA",,," Rashida Jones
",https://www.imdb.com//name/nm0429069
1976-10-4,"San Francisco, California, USA",,," Alicia Silverstone
",https://www.imdb.com//name/nm0000224
1893-10-14,"Springfield, Ohio, USA",1993-2-27,"New York City, New York, USA"," Lillian Gish
",https://www.imdb.com//name/nm0001273
1979-8-3,"Fort Saskatchewan, Alberta, Canada",,," Evangeline Lilly
",https://www.imdb.com//name/nm1431940
1974-1-30,"Norwich, Norfolk, England, UK",,," Olivia Colman
",https://www.imdb.com//name/nm1469236
1975-9-22,"Houston, Texas, USA",,," Mireille Enos
",https://www.imdb.com//name/nm0257969
1979-2-21,"Waco, Texas, USA",,," Jennifer Love Hewitt
",https://www.imdb.com//name/nm0001349
1986-9-12,"New York City, New York, USA",,," Emmy Rossum
",https://www.imdb.com//name/nm0002536
1999-7-30,"Los Angeles, California, USA",,," Joey King
",https://www.imdb.com//name/nm1428821
1978-5-22,"Memphis, Tennessee, USA",,," Ginnifer Goodwin
",https://www.imdb.com//name/nm0329481
1971-7-30,"Allentown, Pennsylvania, USA",,," Christine Taylor
",https://www.imdb.com//name/nm0852132
1988-12-14,"Salinas, California, USA",,," Vanessa Hudgens
",https://www.imdb.com//name/nm1227814
1982-8-7,"Lochinvar, New South Wales, Australia",,," Abbie Cornish
",https://www.imdb.com//name/nm0180411
1996-1-3,"Oxford, Oxfordshire, England, UK",,," Florence Pugh
",https://www.imdb.com//name/nm6073955
1931-9-12,"Goodmayes, Essex, England, UK",2020-6-19,"London, England, UK"," Ian Holm
",https://www.imdb.com//name/nm0000453
1956-2-3,"Jersey City, New Jersey, USA",,," Nathan Lane
",https://www.imdb.com//name/nm0001447
1962-10-26,"London, England, UK",,," Cary Elwes
",https://www.imdb.com//name/nm0000144
1965-4-16,"Frankfurt am Main, Hesse, Germany",,," Martin Lawrence
",https://www.imdb.com//name/nm0001454
1965-10-14,"Middleton, Manchester, England, UK",,," Steve Coogan
",https://www.imdb.com//name/nm0176869
1971-10-13,"Hammersmith, London, England, UK",,," Sacha Baron Cohen
",https://www.imdb.com//name/nm0056187
1965-12-7,"Washington, District of Columbia, USA",,," Jeffrey Wright
",https://www.imdb.com//name/nm0942482
1954-4-7,"Victoria Peak, Hong Kong",,," Jackie Chan
",https://www.imdb.com//name/nm0000329
1968-3-12,"Cupertino, California, USA",,," Aaron Eckhart
",https://www.imdb.com//name/nm0001173
1976-8-2,"Godalming, Surrey, England, UK",,," Sam Worthington
",https://www.imdb.com//name/nm0941777
1973-3-1,"Suffolk, England, UK",,," Jack Davenport
",https://www.imdb.com//name/nm0202603
1953-5-24,"London, England, UK",,," Alfred Molina
",https://www.imdb.com//name/nm0000547
1946-4-19,"Grappenhall, Cheshire, England, UK",,," Tim Curry
",https://www.imdb.com//name/nm0000347
1951-9-25,"Oakland, California, USA",,," Mark Hamill
",https://www.imdb.com//name/nm0000434
1968-12-3,"Indianapolis, Indiana, USA",,," Brendan Fraser
",https://www.imdb.com//name/nm0000409
1969-6-15,"Los Angeles, California, USA",,," Ice Cube
",https://www.imdb.com//name/nm0001084
1967-10-4,"San Francisco, California, USA",,," Liev Schreiber
",https://www.imdb.com//name/nm0000630
1974-1-24,"Atlanta, Georgia, USA",,," Ed Helms
",https://www.imdb.com//name/nm1159180
1959-12-31,"Los Angeles, California, USA",,," Val Kilmer
",https://www.imdb.com//name/nm0000174
1975-6-4,"Grays, Essex, England, UK",,," Russell Brand
",https://www.imdb.com//name/nm1258970
1944-4-4,"Spokane, Washington, USA",,," Craig T. Nelson
",https://www.imdb.com//name/nm0005266
1957-10-5,"Chicago, Illinois, USA",2008-8-9,"Chicago, Illinois, USA"," Bernie Mac
",https://www.imdb.com//name/nm0005170
1940-7-13,"Mirfield, Yorkshire, England, UK",,," Patrick Stewart
",https://www.imdb.com//name/nm0001772
1974-2-8,"Overbrook Park, Philadelphia, Pennsylvania, USA",,," Seth Green
",https://www.imdb.com//name/nm0001293
1978-2-7,"Cedar Rapids, Iowa, USA",,," Ashton Kutcher
",https://www.imdb.com//name/nm0005110
1950-10-1,"Houston, Texas, USA",,," Randy Quaid
",https://www.imdb.com//name/nm0001642
1962-7-31,"Orlando, Florida, USA",,," Wesley Snipes
",https://www.imdb.com//name/nm0000648
1976-4-1,"Oxford, England, UK",,," David Oyelowo
",https://www.imdb.com//name/nm0654648
1963-8-5,"Islington, London, England, UK",,," Mark Strong
",https://www.imdb.com//name/nm0835016
1963-10-31,"San Francisco, California, USA",,," Rob Schneider
",https://www.imdb.com//name/nm0001705
1982-4-9,"Ottawa, Ontario, Canada",,," Jay Baruchel
",https://www.imdb.com//name/nm0059431
1981-4-19,"Vancouver, British Columbia, Canada",,," Hayden Christensen
",https://www.imdb.com//name/nm0159789
1964-5-25,"Lisburn, Northern Ireland, UK",,," Ray Stevenson
",https://www.imdb.com//name/nm0829032
1971-5-27,"Harlesden, London, England, UK",,," Paul Bettany
",https://www.imdb.com//name/nm0079273
1959-6-11,"Oxford, Oxfordshire, England, UK",,," Hugh Laurie
",https://www.imdb.com//name/nm0491402
1971-8-31,"Atlanta, Georgia, USA",,," Chris Tucker
",https://www.imdb.com//name/nm0000676
1950-10-31,"Toronto, Ontario, Canada",1994-3-4,"Durango, Mexico"," John Candy
",https://www.imdb.com//name/nm0001006
1923-8-29,"Cambridge, Cambridgeshire, England, UK",2014-8-24,"Denville Hall, Northwood, Hillingdon, London, England, UK"," Richard Attenborough
",https://www.imdb.com//name/nm0000277
1970-6-26,"Winnetka, Illinois, USA",,," Chris O'Donnell
",https://www.imdb.com//name/nm0000563
1963-12-16,"San Francisco, California, USA",,," Benjamin Bratt
",https://www.imdb.com//name/nm0000973
1972-3-13,"Chicago, Illinois, USA",,," Common
",https://www.imdb.com//name/nm0996669
1972-7-23,"New York City, New York, USA",,," Marlon Wayans
",https://www.imdb.com//name/nm0005541
1947-7-22,"Beverly Hills, California, USA",,," Albert Brooks
",https://www.imdb.com//name/nm0000983
1979-8-27,"Emmett, Idaho, USA",,," Aaron Paul
",https://www.imdb.com//name/nm0666739
1980-8-26,"New York City, New York, USA",,," Macaulay Culkin
",https://www.imdb.com//name/nm0000346
1944-8-9,"Sacramento, California, USA",,," Sam Elliott
",https://www.imdb.com//name/nm0000385
1989-11-10,"Birkenhead, Cheshire, England, UK",,," Taron Egerton
",https://www.imdb.com//name/nm5473782
1968-9-26,"Mount Vernon, Washington, USA",,," Jim Caviezel
",https://www.imdb.com//name/nm0001029
1935-1-8,"Tupelo, Mississippi, USA",1977-8-16,"Memphis, Tennessee, USA"," Elvis Presley
",https://www.imdb.com//name/nm0000062
1983-12-20,"Los Angeles, California, USA",,," Jonah Hill
",https://www.imdb.com//name/nm1706767
1972-4-8,"Gainesville, Georgia, USA",,," Sung Kang
",https://www.imdb.com//name/nm0437646
1975-9-18,"Fairfax, Virginia, USA",,," Jason Sudeikis
",https://www.imdb.com//name/nm0837177
1978-7-21,"St. Paul, Minnesota, USA",,," Josh Hartnett
",https://www.imdb.com//name/nm0001326
1976-5-25,"Douglas, Cork, Ireland",,," Cillian Murphy
",https://www.imdb.com//name/nm0614165
1968-7-8,"Manhasset, New York, USA",,," Billy Crudup
",https://www.imdb.com//name/nm0001082
1978-9-23,"New Orleans, Louisiana, USA",,," Anthony Mackie
",https://www.imdb.com//name/nm1107001
1882-2-15,"Philadelphia, Pennsylvania, USA",1942-5-29,"Los Angeles, California, USA"," John Barrymore
",https://www.imdb.com//name/nm0000858
1968-5-20,"Honolulu, Hawaii, USA",,," Timothy Olyphant
",https://www.imdb.com//name/nm0648249
1981-2-23,"Hollywood, Florida, USA",,," Josh Gad
",https://www.imdb.com//name/nm1265802
1966-2-24,"Chicago, Illinois, USA",,," Billy Zane
",https://www.imdb.com//name/nm0000708
1971-9-21,"Dallas, Texas, USA",,," Luke Wilson
",https://www.imdb.com//name/nm0005561
1971-3-7,"Belleville, Illinois, USA",,," Peter Sarsgaard
",https://www.imdb.com//name/nm0765597
1967-7-22,"Haverfordwest, Pembrokeshire, Wales, UK",,," Rhys Ifans
",https://www.imdb.com//name/nm0406975
1978-7-12,"New York City, New York, USA",,," Topher Grace
",https://www.imdb.com//name/nm0333410
1979-7-6,"Philadelphia, Pennsylvania, USA",,," Kevin Hart
",https://www.imdb.com//name/nm0366389
1984-6-19,"New York City, New York, USA",,," Paul Dano
",https://www.imdb.com//name/nm0200452
1978-6-7,"Tulsa, Oklahoma, USA",,," Bill Hader
",https://www.imdb.com//name/nm0352778
1964-3-17,"Charlottesville, Virginia, USA",,," Rob Lowe
",https://www.imdb.com//name/nm0000507
1908-5-30,"San Francisco, California, USA",1989-7-10,"Los Angeles, California, USA"," Mel Blanc
",https://www.imdb.com//name/nm0000305
